portal_id,portal_code,customer_id,client_id,country_prefix,member_created,member_updated,status,access_right_id,i18n,subject,action,child_id,parent_id,is_mobile,other_child
Bigint,string,Bigint,Bigint,string,Bigint,Bigint,Smallint,Bigint,string,string,string,Bigint,Bigint,Boolean,string
1,,0,0,84,0,0,1,22,AccessRights.mySanxe24.branchManager.update,mySanxe24.branch-manager,update,7,3,FALSE,
1,,0,0,84,0,0,1,23,AccessRights.mySanxe24.branchManager.delete,mySanxe24.branch-manager,delete,7,3,FALSE,
1,,0,0,84,0,0,1,24,AccessRights.mySanxe24.branchManager.export,mySanxe24.branch-manager,export,7,3,FALSE,
1,,0,0,84,0,0,1,25,AccessRights.mySanxe24.assignAccessRights.read,mySanxe24.assignAccessRights,read,8,3,FALSE,
1,,0,0,84,0,0,1,26,AccessRights.mySanxe24.assignAccessRights.create,mySanxe24.assignAccessRights,create,8,3,FALSE,
1,,0,0,84,0,0,1,27,AccessRights.mySanxe24.assignAccessRights.update,mySanxe24.assignAccessRights,update,8,3,FALSE,
1,,0,0,84,0,0,1,28,AccessRights.mySanxe24.assignAccessRights.delete,mySanxe24.assignAccessRights,delete,8,3,FALSE,
1,,0,0,84,0,0,1,29,AccessRights.requestProvider.requestProviderManager.read,requestProvider.requestProviderManager,read,9,4,FALSE,
1,,0,0,84,0,0,1,30,AccessRights.requestProvider.requestProviderManager.update,requestProvider.requestProviderManager,update,9,4,FALSE,
1,,0,0,84,0,0,1,31,AccessRights.requestProvider.requestProviderManager.create,requestProvider.requestProviderManager,create,9,4,FALSE,
1,,0,0,84,0,0,1,32,AccessRights.requestProvider.requestProviderManager.delete,requestProvider.requestProviderManager,delete,9,4,FALSE,
1,,0,0,84,0,0,1,33,AccessRights.requestProvider.requestProviderManager.export,requestProvider.requestProviderManager,export,9,4,FALSE,
1,,0,0,84,0,0,1,34,AccessRights.requestProvider.zone_tariffs.read,requestProvider.zone_tariffs,read,10,4,FALSE,
1,,0,0,84,0,0,1,35,AccessRights.requestProvider.zone_tariffs.create,requestProvider.zone_tariffs,create,10,4,FALSE,
1,,0,0,84,0,0,1,36,AccessRights.requestProvider.zone_tariffs.update,requestProvider.zone_tariffs,update,10,4,FALSE,
1,,0,0,84,0,0,1,37,AccessRights.requestProvider.zone_tariffs.delete,requestProvider.zone_tariffs,delete,10,4,FALSE,
1,,0,0,84,0,0,1,38,AccessRights.requestProvider.tariffs.read,requestProvider.tariffs,read,11,4,FALSE,
1,,0,0,84,0,0,1,39,AccessRights.requestProvider.tariffs.create,requestProvider.tariffs,create,11,4,FALSE,
1,,0,0,84,0,0,1,40,AccessRights.requestProvider.tariffs.update,requestProvider.tariffs,update,11,4,FALSE,
1,,0,0,84,0,0,1,41,AccessRights.requestProvider.tariffs.delete,requestProvider.tariffs,delete,11,4,FALSE,
1,,0,0,84,0,0,1,42,AccessRights.ordersManager.infoOfSending.read,ordersManager.infoOfSending,read,12,5,FALSE,
1,,0,0,84,0,0,1,43,AccessRights.ordersManager.infoOfSending.create,ordersManager.infoOfSending,create,12,5,FALSE,
1,,0,0,84,0,0,1,44,AccessRights.ordersManager.infoOfSending.update,ordersManager.infoOfSending,update,12,5,FALSE,
1,,0,0,84,0,0,1,45,AccessRights.ordersManager.infoOfSending.delete,ordersManager.infoOfSending,delete,12,5,FALSE,
1,,0,0,84,0,0,1,46,AccessRights.ordersManager.infoOfSending.export,ordersManager.infoOfSending,export,12,5,FALSE,
1,,0,0,84,0,0,1,47,AccessRights.ordersManager.importSendingOfRequestProvider.create,ordersManager.importSendingOfRequestProvider,create,13,5,FALSE,
1,,0,0,84,0,0,1,48,AccessRights.ordersManager.exportSendingOfRequestProvider.create,ordersManager.exportSendingOfRequestProvider,create,14,5,FALSE,
1,,0,0,84,0,0,1,49,AccessRights.transportRequestControl.handlingRequestDataWithErrors.read,ordersManager.handlingRequestDataWithErrors,read,15,5,FALSE,
1,,0,0,84,0,0,1,50,AccessRights.transportRequestControl.handlingRequestDataWithErrors.create,ordersManager.handlingRequestDataWithErrors,create,15,5,FALSE,
1,,0,0,84,0,0,1,51,AccessRights.serviceProvider.serviceProviderManager.read,serviceProvider.serviceProviderManager,read,16,6,FALSE,
1,,0,0,84,0,0,1,52,AccessRights.serviceProvider.serviceProviderManager.create,serviceProvider.serviceProviderManager,create,16,6,FALSE,
1,,0,0,84,0,0,1,53,AccessRights.serviceProvider.serviceProviderManager.update,serviceProvider.serviceProviderManager,update,16,6,FALSE,
1,,0,0,84,0,0,1,54,AccessRights.serviceProvider.serviceProviderManager.delete,serviceProvider.serviceProviderManager,delete,16,6,FALSE,
